,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size,clean_link
829,B00019JVCI,MAM 3 Pack of 5 oz. bottles,nan,other,other_5,24,0.9157,2.0,27
844,B0001BV0LQ,Pit'r Pat Liver (.43 oz),"These mini fun fishshaped breath freshening ""mints"" freshen <br> cat's breath. Cats love the flavor of th...",cat,cat_3,41,0.4546526315789473,19.0,24
847,B0001F30CE,JLA Wheel Away,"Wheel Away Patented, wheeled carrier transport system lets you <br> take your pet almost anywhere you go....",dog,dog_4,31,0.906625,4.0,14
857,B0001M9YCW,Fairy and Roses Birdfeeder - Style 32205,"Let this rosy fairy feed your feathered friends! Seated in the <br> center of a flower, she is nicely det...",other,other_5,33,0.95615,2.0,40
860,B0001NE3P4,Koala Baby Sage Closet Organizer,nan,rabbits and rodents,rabbits and rodents_6,9,0.7398000000000001,15.0,32
871,B0001RTDIC,"MarineLand Emperor Filter Systems, 400B","At Marineland, innovation powers everything we do. From industry <br> firsts to industry standards, Marin...",fish,fish_1,27,0.4899790384615385,520.0,39
873,B0001RWC9O,Synergy Labs Pooch Scents Stud Muffin for Dogs,"Fresh, clean designer fragrances in distinctive packaging. Takes <br> the ""Poo"" out of Pooch!",farm animals,farm animals_3,1,0.2411166666666666,6.0,46
876,B0001RU4MG,"Super Pet CritterTrail Value Pack (#4, fun-nels tubes - 1 ''Tee'', 1 dome and 8 rings - 1 long ...","Why do you need anti-bark collar StopWoofer? There is a number <br> of dog behavior related problems, whi...",rabbits and rodents,rabbits and rodents_4,50,0.8268428571428572,7.0,124
879,B0001RX14E,RYDOR Zuke's Hip Action Chicken Cat Treats,"Yes, cats suffer from achy hips and joints too! Especially older <br> cats. Hip Action increases agility ...",cat,cat_1,57,0.7982888888888889,9.0,42
886,B0001VKHN8,"Jarrow Formulas - Glucosamine Sulfate, 1000 mg, 100 tablets",Glucosamine is an aminomonosaccharide synthesized from glucose <br> and the amino acid L-glutamine. Gluco...,other,other_3,12,0.1886666666666666,3.0,59
890,B0001X0VE6,Kay Berry Inc Kay Berry Dogs Leave Paw Prints Garden Accent Stone,This garden stone is both sweet and elegant. The cast stone <br> features a paw print and the phrase 'Dog...,dog,dog_4,25,0.83672,5.0,65
891,B0001XKC5E,"Kay Berry 67820 Here Lies A Faithful Friend&hellip; Decorative Stones, Multicolor",Here lies a faithful friend/cat),cat,cat_4,1,0.69323,10.0,81
892,B0001XPC18,2PK Horseshoe,"2 Pack, Diamond Tournament White Pitching Shoe, Made From Drop <br> Forged Special Carbon Steel, Prevents...",farm animals,farm animals_1,2,0.4074666666666665,3.0,13
907,B00020SVDG,Aqua Clear Power Filter - 110 V,"The AquaClear 30 Power Filter provides mechanical, chemical and <br> biological filtration through its mu...",fish,fish_4,55,0.5383162635821952,2853.0,31
909,B0002133GA,Pure Country Weavers - Border Terrier Woven Tapestry Throw Blanket with Fringe Cotton USA Size 72 x ...,"Alive with detail and vibrantly colored, our woven animal <br> portraits are skillfully rendered from ori...",other,other_2,58,0.8121499999999999,2.0,102
910,B0002133GU,Pure Country Weavers - English Setter Woven Tapestry Throw Blanket with Fringe Cotton USA Size 72 x ...,"Alive with detail and vibrantly colored, our woven animal <br> portraits are skillfully rendered from ori...",other,other_3,74,0.5497,2.0,102
911,B00021HB3Q,Pet Hunt,"The Lost and Found card matching game.,,",other,other_1,23,0.2669,2.0,8
926,B000248C3Q,"Healing Tree Products TEA-CLENZ-650 Tea-Clenz Topical Fungicide Solution, 16 oz","HEALING TREE PRODUCTS TEA-CLENZ-650 Tea-Clenz Topical Fungicide <br> Solution, 16 oz",farm animals,farm animals_1,3,0.4769875,8.0,79
927,B000248Q8M,"Healing Tree Products Tea Pro Equine Wound Spray, 16 oz","This product has a great performance, quality and price. A <br> rapid-acting, easily applied, non messy/n...",farm animals,farm animals_5,5,0.4196266666666667,15.0,55
930,B00024Y5QE,Prevue Pet Products Featherstone Heights Tudor Bird Home 291,Prevue Pet Products Featherstone Heights Tudor 291 bird cage is <br> expertly designed to replicate the a...,bird,bird_1,56,0.9071714285714286,7.0,60
931,B00024Y5Q4,Featherstone Heights Stone Cottage Bird Cage 292,Prevue Pet Products Featherstone Heights Stone Cottage 292 bird <br> cage is expertly designed to replica...,bird,bird_1,43,0.6384363636363636,11.0,48
934,B000255MU6,"Boyd Enterprises ABE16705 Chemipure Filter Media for Aquarium, 10-Ounce",Chemi-pure is the original formula for over 50 years with <br> millions of satisfied customers. It was in...,fish,fish_3,41,0.5282395348837209,86.0,71
936,B000255MW4,"Aquarium Pharmaceuticals RENA Cal Top Light Excel Heater 14 inch, 300W",For 55 to 100 gallon aquariums. Computer-calibrated temperature <br> control. Accurately adjusts water te...,rabbits and rodents,rabbits and rodents_4,24,0.8685499999999999,2.0,70
937,B000255N8C,"Marineland 48001 Duetto Chemical Filter Cartridge, 2-Pack","For more than 40 years, Marineland has been committed to <br> fishkeeping success. By applying biological...",amphibians and reptiles,amphibians and reptiles_3,6,0.1460749999999999,8.0,57
939,B000255MXI,API Automatic Fish Feeder,The 3-day API WEEKEND PYRAMID FISH FEEDER contains nutritious <br> food pellets that are released slowly ...,fish,fish_4,67,0.2985237903225804,248.0,25
940,B000255N14,API Pond Stress Coat Pond Water Conditioner Bottle,"API POND STRESS COAT Pond Water Conditioner works instantly to <br> remove chlorine, chloramines and ammo...",fish,fish_2,23,0.4987505917159759,338.0,50
941,B000255NBY,"Marineland DJ100 Duetto Internal Multi-Filter, 92 GPH",Marineland duetto internal multi filter.,rabbits and rodents,rabbits and rodents_4,73,0.7400555555555556,9.0,53
943,B000255NH8,API Algae Scraper for Glass Aquariums 1-Count Container,"API ALGAE SCRAPER GLASS uses an extra-long, extra-strong handle <br> with durable scrubbing pad for easy ...",fish,fish_1,18,0.4619023809523808,126.0,55
945,B000255MSI,"Aquarium Products Aquari-Sol Freshwater Aquarium Treatment, 16-Ounce",AP Aquari-Sol 16-ounce,fish,fish_3,50,0.4802,3.0,68
947,B000255NEQ,API Activated Filter Carbon Aquarium Filtration Media,"API ACTIVATED FILTER CARBON clears aquarium water by removing <br> organic waste, colors, odors, and diss...",cat,cat_6,36,0.4226201342281874,149.0,53
948,B000255NAK,API Test KIT Individual Aquarium Water Test Kit,Keep your fish healthy and thriving by testing your aquarium <br> water's pH regularly with easy-to-use A...,rabbits and rodents,rabbits and rodents_3,60,0.3638716027874568,1722.0,47
949,B000255MOM,Genesis chlorine remover - 4 Ounces,Unique formula for removing harmful chlorine from tap water. <br> Protects the fish s natural defensive m...,fish,fish_6,11,0.50985,2.0,35
950,B000255NNW,Sandstone Airstone - 12 in. x 3/4 in. x 3/4 in.,The Sandstone Airstone will produce a 12 inch long wall of <br> bubbles. This blue stone will hide in the...,amphibians and reptiles,amphibians and reptiles_2,26,-0.110725,4.0,47
953,B000255MS8,Aquari-Sol Treatment For Fish - 4 Oz, - This item is a member of the Aquari-Sol collection. The <br> following description pertain...,fish,fish_3,8,0.5470499999999999,2.0,36
954,B000255MVU,"Aquarium Pharmaceuticals RENA Cal Top Light Excel Heater 14 inch, 200W",For 40 to 75 gallon aquariums. Illuminated top and side <br> temperature readings. Fully submersible; wat...,rabbits and rodents,rabbits and rodents_3,43,0.5089,2.0,70
958,B000255NXW,"Python No Spill Clean and Fill Aquarium Gravel Tube Extension, 20-Feet","Python No Spill Clean and Fill Aquarium Gravel Tube Extension, <br> 20-Feet",fish,fish_3,36,0.4218895833333332,96.0,70
959,B000255NX2,Python Brass Adapter for Aquarium,The Python Brass Faucet Adapter allows you to connect your No <br> Spill Clean and Fill System to any sta...,fish,fish_3,35,0.43480625,160.0,33
960,B000255NHI,API Hand HELD Algae PAD for Glass Aquariums 1-Count Container,API HAND HELD ALGAE PAD FOR GLASS AQUARIUMS quickly removes <br> unsightly algae from glass aquariums. AL...,rabbits and rodents,rabbits and rodents_3,40,0.4185038461538462,26.0,61
962,B000255NF0,API Ammo-Chips,"API AMMO-CHIPS continuously works to remove toxic aquarium <br> ammonia, the #1 killer of tropical fish. ...",fish,fish_5,78,0.4104674418604652,43.0,14
963,B000255NUU,Python Faucet Adapter for Aquarium,The original 2-piece Python Faucet Adapter allows you to connect <br> your No Spill Clean and Fill System...,fish,fish_4,49,0.4357,27.0,34
966,B000255MGU,American Marine Selcon 60 mL,AMERICAN MARINE SELCON 60MLAquarium food booster that features <br> highly unsaturated OMEGA 3 fatty acid...,fish,fish_5,22,0.4828519607843135,102.0,28
968,B000255N9Q,Aquarium Systems Duetto Multi-Filter Biological Filter for DJ100,Replacement Biological Filter for Duetto Multi-Filter DJ100..,amphibians and reptiles,amphibians and reptiles_1,6,0.3324428571428571,7.0,64
969,B000255NKA,"Instant Ocean Sea Salt for Marine Aquariums, Nitrate &amp; Phosphate-Free","No matter what size your aquarium, Instant Ocean sea salts and <br> water care products offer the smartes...",fish,fish_3,43,0.4988304079110023,809.0,73
971,B000255NWI,Python Aquarium Pump Male Connector,This male connector is designed for use with the Python No Spill <br> Clean and Fill systems. It replaces...,other,other_1,72,0.4505700000000001,20.0,35
972,B000255NPA,"Imagine Gold Llc AIM10035 Drum Bowl, 1/2gal, 24-Pack","Imagine Drum Bowl 1/2gal 24pk. Imagine Gold, L.L.C. is a <br> state-of-the-art manufacturing company of v...",fish,fish_1,47,0.07685,8.0,52
974,B000255NYQ,"Python Airline Tubing for Aquarium, 25-Feet",Python airline tubing is non-toxic and ozone safe. The pale blue <br> color makes it virtually invisible ...,fish,fish_6,27,0.4273450413223137,242.0,43
977,B000255NEG,API AMMO-CARB Aquarium Filtration Media Box,"API AMMO-CARB contains high grade activated carbon and <br> ammonia-removing resin, acting as a double fi...",fish,fish_3,53,0.4907072463768116,69.0,43
980,B000255O6S,Perfect-A-Flo Air Stone - 6 pk - 2 in. x 3/8 in.,Replacement air stones for Perfect-a-Flo Under Gravel Filters <br> and any other type of UnderGravel Aqua...,other,other_4,55,0.82685,2.0,48
982,B000255O68,"Perfecto Manufacturing APFR01062 35-Inch Marineland Plastic Glass Canopy Back Strip for Aquarium, ...",Perfecto Marine land glass canopy back strip replacement part <br> for Perfecto aquariums. Made of plasti...,rabbits and rodents,rabbits and rodents_3,62,0.4059944444444445,36.0,111
990,B000255NSM,Eheim 4015150 External Filter Aquarium Suction Cup and Clip,New pre-filter at top for longer intervals between cleaning. <br> Simple to use and set up. Large volume ...,rabbits and rodents,rabbits and rodents_3,15,0.47635,2.0,59
991,B000255NIC,API AQUARIUM SALT Freshwater Aquarium Salt,A lack of electrolytes in aquarium freshwater may cause serious <br> health problems for freshwater fish....,fish,fish_2,10,0.4499394174757279,515.0,42
992,B000255N7S,API PROPER pH Freshwater Aquarium Water pH Stabilizer,"pH is the measure of acidity of water, on a scale ranging from 0 <br> to 14. A pH of 0 is the most acidic...",fish,fish_2,43,0.3436673366834168,199.0,53
993,B000255O86,ERGMY Flea Tick Collar for Cat - One Size Fits All - Flea Prevention Up to 8 Months - Natural ...,Are you absolutely confident that your pet is flea free? Are you <br> confident that your home is entirel...,rabbits and rodents,rabbits and rodents_4,5,0.7976500000000001,6.0,125
996,B000255N0A,API Ammo-Lock Freshwater and Saltwater Aquarium Ammonia Detoxifier,"Fish continually release ammonia into the aquarium through their <br> gills, urine and solid waste. Uneat...",fish,fish_1,32,0.2727283018867924,159.0,66
1000,B000255O7W,Undergravel Filter - 20L or 29 Gallon - 30 in. x 12 in.,The Perfect-a- Flow Undergravel Filter is a biological <br> filtration system for fresh or saltwater aqua...,rabbits and rodents,rabbits and rodents_4,13,0.8253,3.0,55
1004,B000255NVE,Python Aquarium Replacement Pump,Replacement T Pump designed for use with the Python No Spill <br> Clean and Fill Systems. The pump draws ...,fish,fish_4,37,0.4239750798722045,313.0,32
1011,B000255OW2,Zoo Med Nightlight Red Reptile Bulb 60 Watts,"Like our Nocturnal Infrared Heat Lamp, the Nightlight Red <br> Reptile bulb is also made of true red glas...",amphibians and reptiles,amphibians and reptiles_2,22,0.3866746666666666,75.0,44
1012,B000255OTA,Zoo Med Basking Spot Lamp,The Reptile Basking Spot Lamps have a unique patented double <br> reflector that focuses 35% more heat an...,amphibians and reptiles,amphibians and reptiles_3,15,0.1749643678160919,87.0,25
1013,B000255NNM,Blue Ribbon Pet Products - Airstone,"Blue ribbon pet products are manufacturers and importers of fish <br> food, aquarium accessories and supp...",rabbits and rodents,rabbits and rodents_1,32,0.488488888888889,9.0,35
1014,B000255OS6,Zoo Med Repti Sun UVB,"The award winning, industry standard, UVB lamp for reptiles. A <br> full 5% UVB output allows vitamin D3 ...",amphibians and reptiles,amphibians and reptiles_2,9,0.5144333333333334,63.0,21
1016,B000255OSG,Zoo Med ReptiSun Fluorescent Lamp,"The award winning, industry standard, UVB lamp for reptiles. A <br> full 5% UVB output allows vitamin D3 ...",amphibians and reptiles,amphibians and reptiles_2,7,0.5159307692307692,26.0,33
1017,B000255ORW,"Zoo Med Laboratories SZMZM30 Land Tortoise and Omnivore Food, 6-Ounce","At last, a natural long-stem fiber diet for Tortoises. Zoo Med <br> is proud to announce the Natural Gras...",amphibians and reptiles,amphibians and reptiles_2,20,0.7039666666666666,3.0,69
1021,B000255P6M,"Ocean Star International A0102 Artemia Brine Pet Food, 6gm",All hardware included; easy to assemble using only a screw <br> driver; Easy access; Easy to clean; A ver...,fish,fish_4,53,0.43485,22.0,58
1023,B000255PCG,Kent Marine Coral-Vite,Kent Coral-Vite is the premium hard and soft coral vitamin and <br> mineral supplement. It provides exoti...,rabbits and rodents,rabbits and rodents_3,65,0.5108176470588236,17.0,22
1025,B000255OUE,Zoo Med Nocturnal Infrared Incandescent Heat Lamp 150 Watts,"Ideal 24 hour heat source for all types of reptiles, amphibians, <br> birds or small animals. Very little...",amphibians and reptiles,amphibians and reptiles_5,2,0.3789566878980889,314.0,59
1027,B000255NZ0,Python Algae Mitt Cloth for Aquarium,"This white, mitt-shaped algae remover effortlessly wipes away <br> unsightly algae from glass and acrylic...",rabbits and rodents,rabbits and rodents_1,13,0.5800081081081082,37.0,36
1030,B000255OVS,Zoo Med Nightlight Red Reptile Bulb 40 Watts,"Like our Nocturnal Infrared Heat Lamp, the Nightlight Red <br> Reptile bulb is also made of true red glas...",amphibians and reptiles,amphibians and reptiles_2,21,0.2692785714285715,42.0,44
1031,B000255P58,Natures Miracle Litter Treatment 2lbs,"Easy to use, sprinkle in litter box. With nature's enzymes to <br> eliminate urine odors. Activates upon ...",cat,cat_0,21,0.6939285714285713,14.0,37
1041,B000255NXC,Python No Spill Clean and Fill Aquarium Maintenance System,"Smaller, more frequent water changes are imperative to the <br> health of your fish. Without regular wate...",fish,fish_3,58,0.531232970027248,2936.0,58
1042,B000255PSU,Kent Marine Tech I Iodine Supplement,Kent Marine Tech I is the most significant breakthrough in <br> marine additive technology in the last fi...,fish,fish_2,38,0.46945,8.0,36
1045,B000255PIU,Seachem Reef Plus,"SeaChem Reef Plus is a full spectrum reef supplement containing <br> trace elements, vitamins, and amino ...",rabbits and rodents,rabbits and rodents_3,28,0.3476666666666667,3.0,17
1046,B000255OV8,Zoo Med Daylight Blue Incandescent Reptile Bulb 60 Watts,Zoo Meds Daylight Blue Reptile Bulb is made of a true blue glass <br> (not painted or coated) for better ...,amphibians and reptiles,amphibians and reptiles_4,20,0.2438862068965517,87.0,56
1048,B000255OYA,Replacement Sponge for Hydro V,The Replacement Sponge for the Hydro V filter  is good for <br> aquariums up to 125 gallons. It is a dual...,fish,fish_4,56,0.4781111111111111,9.0,30
1049,B000255OWW,Zoo Med Terrarium Moss,Completely natural moss cage substrate for amphibians and <br> wetland environment reptiles. Great for us...,amphibians and reptiles,amphibians and reptiles_1,13,0.0330333333333333,6.0,22
1050,B000255OT0,"Zoo Med Repti Basking Spot Lamps, 75 Watts",The Reptile Basking Spot Lamps have a unique patented double <br> reflector that focuses 35% more heat an...,amphibians and reptiles,amphibians and reptiles_2,27,0.1865269230769231,26.0,42
1051,B000255PJO,"Cichlid Lake Salt, 250 g / 8.8 oz",Sachem's Cichlid Lake Salt is a chemically sound blend of salts <br> designed to replicate the natural en...,fish,fish_6,19,0.5296490909090908,55.0,33
1052,B000255PJY,"Cichlid Lake Salt, 1 kg / 2.2 lbs","Cichlid Lake Salt, 1 kg / 2.2 lbs",fish,fish_6,24,0.5840878787878788,33.0,33
1054,B000255PDA,Seachem Marine Buffer 1 Kilo,Marine Buffer will Safely raise marine pH to 8.3. It will not <br> raise pH above 8.3 even if inadvertent...,fish,fish_6,18,0.4274904761904762,21.0,28
1056,B000255QZ2,Seachem Flourish Iron,"Flourish Iron is a highly-concentrated (10,000 mg/L) ferrous <br> iron (Fe+2) gluconate supplement. It sh...",rabbits and rodents,rabbits and rodents_4,61,0.4595285714285714,42.0,21
1057,B000255P0I,Pretty Bird Daily Select Premium Food for Large Birds (20 lbs.),"Product Highlight(s):Our original multicolored, <br> multi&#045;shaped, extruded bird food containing 14&...",bird,bird_1,19,0.6455999999999998,40.0,63
