,asin,title,description,category,topic_name,bubble_color,bubble_size,clean_link,topic_rank
85,B0002DIL6U,Branch Coral - Natural - 6 in. x 4 1/2 in. x 5 in.,"Enhance the beauty of your aquarium with this <br>unique, individually cast ornament. The solid <br>color casting prevents fading and provides vivid <br>colors that create a realistic Branch Coral. The <br>coral is safe for freshwater and saltwater <br>aquariums.",fish,fish_4,0.946,2,,1
1264,B000RYHAWA,"Fancy Feast Cat Food Flaked Trout Feast, 3 oz","Introduce your special cat to a scrumptious dining <br>experience.,Fish Broth, Fish, Trout, Liver, Wheat <br>Gluten, Chicken, Meat By-Products, Soy Flour, Soy <br>Protein Concentrate, Artificial And Natural <br>Flavors, Added Color, Potassium Chloride, Xanthan <br>Gum, Carrageenan, Salt, Taurine, Choline Chloride, <br>...",cat,cat_4,0.2775,2,1.0,1
13731,B00DBHTQ2C,"dog treats GRRR8 Peanut Butter Bones, 6 Ounce","Peanut Butter Licken Good! You may find yourself <br>snacking on these too! Peanut butter contains <br>vitamins that can be beneficial in increasing the <br>sheen of your dog's coat, quality of dog skin, <br>strength of the nails, and can help your dog's <br>immune system (which may help protect your dog <br>from ...",dog,dog_4,0.79375,4,,1
75,B0002DJ7YK,Prevue Hendryx Cosmic Crunch Perch Spinner Bird <br>Toy,"Prevue pet products cosmic crunch perch spinner <br>62088 toy is made from 100-percent natural, <br>digestible ground calcium with real sea shells. <br>Your bird will shave away"" the toys keeping beaks <br>and nails trimmed while lasting longer than other <br>types of toys. Made with 100-percent fd&c colors <br>leather ...",bird,bird_3,0.3182,1,1.0,1
14,B000256372,Diatomagic Filter Bag - 1 pk,"Replacement filter bags for the Whisper Diatomagic <br>Filter.,,",other,other_4,0.8271,1,,1
24,B0002AQL6K,Aquarium Pharmaceuticals Proper pH 7 1/2 2/12g <br>(Treats 10 Gal),"Easy&#045;to&#045;use, fast dissolving powder that <br>automatically sets and stabilizes pH at 7&#046;5 <br>while neutralizing chlorine and detoxifying heavy <br>metals&#046; Contains aloe vera and electrolytes <br>to reduce fish stress&#046; Use when setting up <br>aquarium or changing water&#046; Two 12 gram ...",fish,fish_6,-0.4188,1,,1
7,B000052XFE,"Tears Naturale II Polyquad Lubricant Eye Drops, 1 <br>fl oz",&lt;P&gt;&lt;STRONG&gt;No Benzalkonium <br>Chloride.&lt;/STRONG&gt;&lt;/P&gt; &lt;UL&gt; <br>&lt;LI&gt;Trusted Formula! Not found in any store <br>brand. &lt;LI&gt;Sterile.&lt;/LI&gt;&lt;/UL&gt; <br>&lt;P&gt;&lt;STRONG&gt;Tears&lt;/STRONG&gt; <br>&lt;STRONG&gt;Naturale&lt;/STRONG&gt; <br>&lt;STRONG&gt;II&lt;/STRONG&gt; ...,rabbits and rodents,rabbits and rodents_2,0.6369,1,1.0,1
732,B000VDT77I,"Fancy Feast Grilled Liver &amp; Chicken in Gravy <br>Cat Food, 3 oz","Fancy Feast, 3 OZ, Grilled Liver & Chicken Cat <br>Food. Tender and moist, Fancy Feast Grilled Liver <br>& Chicken Feast is the only choice for your <br>discriminating cat's sophisticated palate.100% <br>nutritionally complete diet features perfectly <br>grilled chicken lavishly basted in its own savory <br>juices. This ...",cat,cat_3,0.69675,2,1.0,1
239,B0002DJCF4,Penn Plax Cascade Hang-on Power Filter Replacement <br>Cartridges-Pack of 1 (3 count),",The Penn Plax Cascade 100 GPH Filter Cartridges <br>with Activated Carbon will improve the quality of <br>your aquarium water and keep your fish healthy. <br>This 3 count of Filter Cartridge Replacements is <br>designed to fit the Cascade 100 GPH Hang-On Power <br>Filter and will last 6 to 12 weeks depending on <br>the ...",fish,fish_2,0.4675697247706422,109,1.0,1
22,B0002AR0XI,Booda Dual Charcoal Air Filters,Absorb litter odors for up to 6 months with these <br>Booda Box litter filters made from natural coconut <br>shell. For Boodabox type B and Swingtop <br>Boodabox.Size:Contains one replacement set (set of <br>2) for dual-filter boxes.,other,other_5,-0.1027,1,,1
4436,B00DD5C746,Paco Collars - &quot;Medium Pickles Deluxe&quot; - <br>Handmade Leather Medium Dog Collar - 1&quot;Wide - <br>Brass,"Finally, a Deluxe version of our wildly popular <br>and ever so versatile Pickles collar! Large and <br>small round flat spots decorate this 1_ wide <br>double layer collar. A 3/4_ wide top strip adds <br>height without width so its a perfect option for <br>dogs with thicker or longer coats since its <br>actually tall ...",dog,dog_2,0.2914,1,,1
6829,B00DD5BEEA,Paco Collars - &quot;Berlin Deluxe&quot; - <br>Handmade Leather Large Dog Collar - 1.5&quot;Wide <br>- Silver - Tan 24&quot;-26&quot;,"There is one word for this collar: world-class <br>(okay, we meant two). Pyramid spots set diagonally <br>become elegant diamonds atop this 1.5_ double <br>layer collar. Two D rings means extra <br>functionality, and this collar has the look that <br>can take it from day to night flawlessly. Paco <br>Collars are based on ...",dog,dog_5,0.8316,1,,1
312,B0002DJ358,Prevue Hendryx Birdie Decor Dressing Mirror Bird <br>Toy,"Prevue pet products birdie dcor dressing mirror <br>60411 transforms your bird cage into a comfortable <br>and fun decorator home. Made from 100-percent <br>safe, non-toxic fd&amp;c colors and materials, our <br>dressing mirror is a colorful, engaging, spinning <br>toy. As part of the ""bedroom suite"" this charming <br>toy ...",bird,bird_5,-0.1027,1,1.0,1
8028,B00ZO17L0C,New 3.5Oz Glow in the dark Coarse Sand 1-3 mm for <br>FISH TANK AQUARIUM Ornament DIY no.50,"Description ?Safe:Free of ant radioactive elements <br>, non-toxic, harmless, and absolutely safe for <br>application in all industries . ?Longer afterglow <br>time: more han 6-12 hours. ?Being excited in <br>little time and wide excited spectrum ?Excellent <br>heat resistance.:Our pigment can maintain <br>stability of ...",fish,fish_0,0.0,1,1.0,1
17,B0002AQDUY,"Zoo Med Reptile Cage Carpet for 10 Gallon Tanks, <br>20 x 10-Inches","A soft, non-abrasive, absorbent substrate for all <br>types of reptiles. Better than non-absorbent <br>Astro-turf type carpets, which are made of <br>plastic. Great for use as a protective layer when <br>using the ReptiTherm UTH and loose substrates.,,",amphibians and reptiles,amphibians and reptiles_3,0.6347117647058823,17,1.0,1
99,B0002AS5CI,"All Glass Aquarium AAG21520 Fluorescent Deluxe <br>Hood, 20-Inch","Our most popular Hood is designed to perfectly <br>compliment your All-Glass aquarium. It is custom <br>fit to sit on the inside lip of the aquarium <br>frame, which greatly reduces evaporation. They are <br>designed to fit all major brands of aquariums.",rabbits and rodents,rabbits and rodents_5,0.8155,1,1.0,1
147,B0002HZ2BS,Clamp-On Coop Bowl 10 Ounce,"Clamp-On Stainless Steel Coop Bowls These <br>Stainless Steel bowls are convenient, handy and <br>attach directly to the cage. Allows animals to eat <br>and drink while standing and allows for easy <br>removal of bowls for cleaning and filling. <br>Rustproof, scratch-proof, and chew resistant to <br>outlast plastic bowls. ...",rabbits and rodents,rabbits and rodents_4,-0.26305,2,,1
80,B00063T2F0,LITTER MAT,,other,other_3,0.8641,1,0.0,1
38,B0002DIRR8,Blue Ribbon Universal Cage Stand,"Sturdy, tubular metal frame, hard rubber scuff <br>resistant leg caps. Fits up to 20-inch by 20-inch <br>cages on one side, flip it to fit cages up to <br>18-inch by 20-inch.",bird,bird_4,0.4751599999999999,5,1.0,1
12674,B01D0ZEMQ4,Guinea Pig Hedgehog CAGEGUARD C&amp;C Cage *NEW <br>2016 DESIGN*,"A complete guinea pig or hedgehog cage habitat <br>unlike anything you've seen before. Our patent <br>pending CAGEGUARD design allows you the ability to <br>use interchangeable CAGEGUARD paneling to <br>customize your cage to meet your exact needs. What <br>our cage offers: * Available by the ""each piece"" <br>so you can ...",rabbits and rodents,rabbits and rodents_0,0.8864,1,1.0,1
57,B0002ZQJF8,Resco Cordo-Hyde Show Lead with Snap White Small,"Same Cordo-Hyde as the #316 and #38 leads but with <br>a bolt snap fastener. Measures 3/16"" x 42"".",other,other_4,0.7089,1,,2
38,B0002AQF48,"Penn Plax Long Wooden Bird Perch, 15-Inch","The 15"" long wooden bird perchs comes in a package <br>of two. it is made of natural wood which is known <br>to be the best material for bird perchs.",bird,bird_2,-0.5499,1,,2
105,B0002ASUHI,L/M Animal Farms Hamster Classic Diet 50lb,L/M Animal Farms Classic Blend Hamster Food is a <br>superb blend of natural grains that will provide <br>the normal nutritional requirements for a basic <br>nutritionally complete diet.Please Note: This is <br>the New Formula,rabbits and rodents,rabbits and rodents_5,0.2382,1,,2
63,B0002AQY8U,Eheim Liquidoser,The Eheim Liquidoser is an electronic fluid doser <br>from Germany that can very easily be programmed to <br>control the precise daily dosing of fertilizer or <br>other additives in your aquarium. An optional <br>push-button for manual dosing is also present. <br>Transparent reservoir that allows for easy viewing <br>of ...,rabbits and rodents,rabbits and rodents_2,0.7003,1,,2
0,B000084ELC,Holistic Select Chicken &amp; Lamb Recipe Canned <br>Cat Food 12 - 13oz Cans,"Holistic Select Chicken & Lamb Recipe Canned Cat <br>Food is complete and balanced, with added vitamins <br>and minerals. Our unique canned cat food recipes <br>are made up of premium proteins, wholesome grains <br>and a healthy medley of vegetables to deliver <br>optimum natural nutrition for daily whole-body <br>health. ...",farm animals,farm animals_4,0.6249,1,1.0,2
27,B00028IXBI,"Precision Pet Deluxe Great Crate, 42 x 28 x <br>31-Inch, Copper",The Great Crate from Precision is the most popular <br>crate available. This crate was designed to give <br>you a very high quality crate at a wonderful <br>price. It comes in six different sizes to ensure <br>proper fit for the pet you own. It comes to you <br>fully assembled and ready to set-up with no tools <br>at all. ...,rabbits and rodents,rabbits and rodents_4,0.5632333333333334,3,1.0,2
7,B0002563FO,"NUTRAFIN Cycle, 16 oz., Treats 920 Gallon","Ensures activity in any aquarium environment (pH, <br>KH, etc.) Adapts to all aqaurium conditions (salt, <br>fresh, soft, hard, brackish conditions) Improved <br>nitrification: faster results; stronger bacterial <br>action; instant activation Reduces fish loss <br>Accelerates maturation of new aquariums Contains <br>...",fish,fish_4,0.6364666666666666,3,,2
71,B00020BOWQ,Nature's Variety Instinct Venison Formula Canned <br>Cat Food,"Real meat. Lean poultry. Wholesome fruits and <br>vegetables. This is your cat's instinctive diet. <br>With Instinct, your cat will enjoy a hearty and <br>nutritious diet, free of grains or fillers. Such <br>quality nutrition provides beneficial proteins and <br>balanced Omega Fatty Acids to help maintain toned <br>...",cat,cat_6,0.7349,1,1.0,2
4022,B00RH43OB4,Pawhut Triangle Wooden Animal House Chicken Coop,Give your backyard animals a spacious space to <br>call home with this Pawhut triangle animal house <br>and chicken coop. A large inside area and fenced <br>outdoor area gives your chickens the ability to be <br>choose where they want to be. The sturdy wood <br>construction offers enhanced durability while the <br>treated ...,farm animals,farm animals_0,0.9942,1,1.0,2
48,B0002A6V7O,Tall Flat Square Bird Cage,6824BLK Features: -Large swing out door with door <br>pin and two small lift up doors. -4 Feeder doors <br>and 4 cups. -4 Perches. -Easy clean removable <br>metal grate. -Easy clean slide out bottom plastic <br>tray. -Non toxic Epoxy. Color: -Black. Cage <br>Material: -Steel. Dimensions: Overall Height - Top <br>to ...,bird,bird_6,-0.296,1,1.0,2
15735,B00GS6O4B6,Hartz 99393 Dura Play Dog Toy Assorted Colors,,dog,dog_3,0.2514,2,,2
13,B000256CIW,"Fluval 4 Plus Foam Insert, 4-Pack",The Fluval 4 Plus Foam Pad has been specially <br>developed as a standard filter medium for the <br>Fluval 4 Plus Underwater Filter and maximizes <br>surface contact between the water and the media. <br>The large filtering surface ensures efficient <br>cleaning of the aquarium water and maximizes the <br>colonization of ...,amphibians and reptiles,amphibians and reptiles_4,0.5470999999999999,6,1.0,2
80,B0002DI8UE,JITTERBUG 12,"The Jitterbug Vibrating Feeding dish is an <br>alternative to keeping live insects for your <br>reptiles. The motion of non-live food items in the <br>dish triggers the inherent feeding behavior in <br>insectivorous reptiles.  Features include : 5 - <br>minute auto shut-off, battery operated (batteries <br>not included), ...",rabbits and rodents,rabbits and rodents_6,0.296,1,,2
0,B000255OSG,Zoo Med ReptiSun Fluorescent Lamp,"The award winning, industry standard, UVB lamp for <br>reptiles. A full 5% UVB output allows vitamin D3 <br>synthesis to occur naturally, preventing or <br>reversing MBD and other health problems in turtles <br>and tortoises, Bearded Dragons, Iguanas, and all <br>other diurnal reptiles. The ReptiSun 5.0 is <br>effective ...",amphibians and reptiles,amphibians and reptiles_6,0.5159307692307692,26,1.0,2
436,B000633Y3G,Milk-Bone Original Crunchy Marrow Filled Treats <br>For Dogs,"Milk-Bone Original Crunchy Marrow Filled Treats <br>For Dogs are made with succulent bone marrow that <br>dogs crave!  Their small size make them perfect <br>for training.,Wheat Flour, Beef Meal And Beef Bone <br>Meal, Sugar, Cooked Bone Marrow (Preserved With <br>Bha, Bht And Citric Acid), Dried Digest Of Poultry <br>...",dog,dog_4,0.4122749999999999,4,1.0,2
95,B0002AQXRC,Eheim Thermofilter Pro II 2128 Freshwater,"Professional II series filters offer innovative <br>high&#045;tech solutions down to the smallest <br>detail&#046; Optimum filtration as well as ease of <br>handling make this canister filter the most <br>technologically advanced filter on the <br>market&#046; One push priming, integrated taps <br>with hose adapters, ...",fish,fish_1,0.9748,1,,2
30,B0002I9PSS,"Rawhide 4-5"" beef flavored bone","4-5"" Beef Flavored Bone,,",other,other_5,0.9207,1,1.0,2
6,B00025YRZM,"Miracle Care Feather Miracle Care Feather Glo <br>Iodine Solution, 1-Ounce","Miracle Care Feather-Glo Iodine Solution prevents <br>iodine deficiency, a common disorder in birds, <br>since seeds lack this esstential ingredient.",bird,bird_3,0.3397818181818181,11,1.0,2
5592,B00IKKLI9Y,Marineland 6 pk Rite-Size G Eclipse 1 Filter <br>Cartridge,"Each preassembled cartridge slides easily into <br>place, providing superior mechanical and chemical <br>filtration, and making replacement fast, dry and <br>effortless. The cartridge mechanically filters <br>water through a pad of double thick polyfiber. <br>Debris and waste particles are trapped, and water <br>is ...",fish,fish_0,0.7351,1,1.0,2
12,B0002AQ40I,Smallworld Aquarium,"The Small World Habitat gives you a perfect home <br>or nursery for small tropical <br>fishgoldfishhamstersgerbilsfrogssnakesnewtshermit <br>crabs or bugs. Perfect for teaching children the <br>hobby of learning and taking care of small pets! <br>Features: 3.8 Gallons Measures 14""L x 8""W x 9""H <br>Vented cover Flip top ...",amphibians and reptiles,amphibians and reptiles_2,0.4588,1,1.0,2
254,B0002DGZXQ,"Living World Large Wood, Rope &amp; Leather Ring",The Living World Large Wood Rope and Leather Ring <br>is a great toy for your bird to climb and <br>entertain itself with. The enriching toy <br>stimulates natural foraging and helps reduce <br>stress on your bird. The bright colors provide <br>visual stimulation and attract the bird's <br>attention. The Living World ...,bird,bird_5,0.9122,2,1.0,2
7232,B00DD5HGQA,Paco Collars - &quot;Pickles&quot; - Handmade <br>Leather Medium Dog Collar - 1&quot;Wide - Silver - <br>Black 16&quot;-18&quot;,"We could say something about this collar being as <br>bumpy as the real thing, but that would be gross. <br>Anyhow, this 1_ wide collar features small and <br>large flat spots laid out in a fun pattern. <br>Designed to pretty up the foster dog Pickles, this <br>collar did its job! Pickles now lives in a fancy <br>house in ...",dog,dog_1,0.9652666666666666,3,,2
